,all,BaoYan,CuKeng,FanFan,FuBuEr,MeiLuo,MeiYou,NanShi,QingShui,SongLuo,SanGuang,TianGou,TuChang
3653,['Pinaceae'],0,1,0,0,0,0,0,0,0,0,0,0
3654,['Cyperus alternifolius flabelliformis'],0,1,0,0,0,0,1,0,0,0,0,0
3655,['Hypnaceae'],0,0,1,0,0,0,1,0,0,0,0,0
3656,['Fissidens'],0,0,0,0,0,0,1,0,0,0,0,0
3657,['Tripterospermum luzonense'],0,0,0,0,0,0,1,0,0,0,0,0
3658,['Pilea cadierei'],0,0,0,0,0,0,1,0,0,0,0,0
3659,['Diplopterygium chinensis'],0,1,0,0,0,0,1,0,0,0,0,0
3660,['Lamiaceae'],0,1,0,0,0,0,0,0,0,1,0,0
3661,['Myriophyllum aquaticum'],0,1,0,0,0,0,1,0,0,0,0,0
3662,['Cymbidium lancifolium aspidistrifolium'],0,0,0,1,0,0,1,0,0,1,0,0
3663,['Polygonoideae'],0,0,1,0,0,0,1,0,0,0,0,0
3664,['Bulbophyllum'],0,1,0,0,0,0,1,0,0,1,0,0
3665,['Dicephalospora'],0,0,1,0,0,0,0,0,0,0,0,0
3666,['Idesia polycarpa'],0,0,1,0,0,0,0,0,0,0,0,0
3667,['Dendrocolla'],0,0,1,0,0,0,0,0,0,0,0,0
3668,['Thrixspermum formosanum'],0,0,0,0,0,0,1,0,0,1,0,1
3669,['Barsura albidorsalis'],0,0,1,0,0,0,0,0,0,0,0,0
3670,['Tectaria phaeocaulis'],0,1,0,0,0,0,1,0,0,0,0,0
3671,['Calanthe actinomorpha'],0,1,0,0,0,0,1,0,0,0,0,0
3672,['Bradybaeninae'],0,0,0,0,0,0,1,0,1,0,0,0
3673,['Alopecurus aequalis'],0,0,0,0,0,0,0,0,1,0,0,0
3674,['Nasturtium officinale'],0,1,0,0,0,0,0,0,1,0,0,0
3675,['Blattodea'],0,1,0,0,0,0,0,1,1,0,0,0
3676,['Euploea'],0,1,0,0,0,0,1,0,0,0,0,0
3677,['Veronica persica'],0,0,0,0,0,0,0,0,0,1,1,0
3678,['Forsythia'],0,0,0,0,0,0,0,0,0,0,1,0
3679,['Turdus pallidus'],0,1,0,0,0,0,1,0,0,0,0,0
3680,['Vandoideae'],0,0,1,0,0,0,0,0,0,1,0,0
3681,['Clitumnini'],0,1,0,0,0,0,0,0,0,0,0,0
3682,['Phaius tankervilleae'],0,0,1,0,0,0,1,0,1,0,0,0
3683,['Garcinia subelliptica'],0,0,0,0,0,0,1,1,0,0,0,0
3684,['Ajuga pygmaea'],0,1,0,0,0,0,1,0,0,0,0,0
3685,['Panthera'],0,0,0,0,0,0,1,0,0,0,0,0
3686,['Sphagnum cuspidatulum'],0,0,0,0,0,0,1,0,0,0,1,0
3687,['Ainsliaea macroclinidioides'],0,0,0,0,0,0,0,0,0,1,0,0
3688,['Acorus gramineus'],0,0,1,0,0,0,1,0,0,1,0,0
3689,['Asaroideae'],0,0,0,0,0,0,0,0,0,1,0,0
3690,['Geranium carolinianum'],0,0,0,0,0,0,0,0,0,1,0,0
3691,['Boehmeria'],0,0,0,0,0,0,1,1,1,0,0,0
3692,['Pistacia chinensis'],0,0,0,0,0,0,0,1,0,0,0,0
3693,['Cairina moschata'],0,1,0,0,0,0,0,1,0,0,0,0
3694,['Pholiota'],0,0,0,0,0,0,0,0,0,1,0,0
3695,['Stereum'],0,0,0,0,0,0,1,0,0,1,0,0
3696,['Trametes'],0,0,0,0,0,0,0,0,0,1,0,0
3697,['Pteris ryukyuensis'],0,0,0,0,0,0,1,0,0,0,0,0
3698,['Vaccinium dunalianum caudatifolium'],0,0,0,0,0,0,0,0,0,1,1,0
3699,['Paguma larvata'],0,1,0,0,0,0,0,0,0,0,0,0
3700,['Liparopsis postalbida'],0,1,0,0,0,0,0,0,0,0,0,0
3701,['Bharetta owadai'],0,1,0,0,0,0,0,0,0,0,0,0
3702,['Krananda'],0,1,0,0,0,0,0,0,0,0,0,0
3703,['Cymatoderma'],0,0,1,0,0,0,1,0,0,0,1,0
3704,['Microporus xanthopus'],0,0,0,0,0,0,1,0,1,0,0,0
3705,['Cerogria odontocera'],0,0,0,0,0,0,1,0,0,0,0,0
3706,['Begonia semperflorens-cultorum'],0,0,0,0,0,0,1,0,0,0,0,0
3707,['Pilea somae'],0,0,1,0,0,0,0,0,0,0,0,0
3708,['Turpinia ternata'],0,0,1,0,0,0,1,0,1,0,0,0
3709,['Casearia'],0,0,1,0,0,0,0,0,0,0,0,0
3710,['Gnaphaliinae'],0,0,1,0,0,0,0,0,0,0,1,0
3711,['Brassica oleracea capitata'],0,0,1,0,0,0,0,0,0,0,0,0
3712,['Chrysanthemum'],0,0,0,0,0,0,1,0,0,0,0,0
3713,['Anthurium andraeanum'],0,0,0,0,0,0,1,0,0,0,0,0
3714,['Citrus'],0,0,0,0,0,0,1,0,0,0,0,0
3715,['Rivina humilis'],0,0,0,0,0,0,1,0,0,0,0,0
3716,['Cymbidium'],0,0,1,0,0,0,1,0,0,1,0,0
3717,['Wisteria sinensis'],0,0,0,0,0,0,1,0,0,1,0,1
3718,['Guzmania'],0,0,0,0,0,0,1,0,0,0,0,0
3719,['Woodwardia japonica'],0,0,0,0,0,0,1,0,0,0,0,0
3720,['Dryopteris polita'],0,1,0,0,0,0,1,0,0,0,0,0
3721,['Chionanthus retusus'],0,1,0,0,0,0,1,0,0,0,0,0
3722,['Hymenophyllum oligosorum'],0,0,0,0,0,0,1,0,0,1,0,0
3723,['Tainia dunnii'],0,0,0,0,0,0,1,0,0,1,0,0
3724,['Chrysoglossum ornatum'],0,0,0,1,0,0,1,0,1,1,0,0
3725,['Scymninae'],0,1,0,0,0,0,0,0,0,0,0,0
3726,['Vernicia fordii'],0,0,0,0,0,0,1,0,0,0,0,0
3727,['Laetiporus'],0,0,0,0,0,0,1,0,0,1,0,0
3728,['Aulacophora'],0,1,0,0,0,0,1,0,0,0,0,0
3729,['Xyleborini'],0,0,0,0,0,0,1,0,0,0,0,0
3730,['Phintelloides versicolor'],0,1,0,0,0,0,1,0,0,0,0,0
3731,['Ophiorrhiza'],0,0,0,0,0,0,1,0,0,0,0,0
3732,['Machilus japonica japonica'],0,1,1,0,0,0,0,0,0,1,0,1
3733,['Goodyera daibuzanensis'],0,0,0,0,0,1,0,0,0,1,0,0
3734,['Erebus pilosa'],0,0,1,0,0,0,0,0,0,0,0,0
3735,['Pachysandra axillaris'],0,1,0,0,0,0,0,0,0,0,0,0
3736,['Sagittaria subulata'],0,1,0,0,0,0,0,0,0,0,0,0
3737,['Peliosanthes macrostegia'],0,1,0,0,0,0,0,0,0,0,0,0
3738,['Ajuga dictyocarpa'],0,0,0,0,0,0,0,0,0,1,0,0
3739,['Trichodesma calycosum formosanum'],0,0,0,0,0,0,1,0,0,0,0,0
3740,['Celenna festivaria'],0,1,0,0,0,0,1,1,0,0,0,0
3741,['Krananda oliveomarginata'],0,1,1,0,0,0,1,0,0,0,0,0
3742,['Cymoriza taiwanalis'],0,0,0,0,0,0,1,0,0,0,0,0
3743,['Pinus taiwanensis'],0,0,0,1,0,0,0,0,0,1,0,0
3744,['Albizia'],0,0,0,1,0,0,0,0,0,0,0,0
3745,['Chamaecyparis obtusa'],0,0,0,1,0,0,0,0,0,0,0,0
3746,['Rubus kawakamii'],0,0,0,1,0,0,0,0,0,0,0,0
3747,['Viburnum taitoense'],0,0,0,0,0,0,0,0,0,0,0,1
3748,['Blumea lanceolaria'],0,0,0,0,0,0,1,0,0,0,0,1
3749,['Diplazium pseudodoederleinii'],0,0,0,0,0,0,0,0,0,0,0,1
3750,['Platanthera stenoglossa'],0,0,1,0,0,0,1,0,0,0,0,0
3751,['Trigonotis formosana'],0,0,1,0,0,0,0,0,0,1,1,1
3752,['Valeriana hsui'],0,0,0,0,0,0,0,0,0,1,0,0
3753,['Sansarea'],0,0,0,0,0,0,1,0,0,0,0,0
3754,['Zhangixalus arvalis'],0,0,0,0,0,0,1,0,0,0,0,0
3755,['Gastrochilus formosanus'],0,0,0,1,0,0,0,0,0,0,0,0
3756,['Maianthemum formosanum'],0,0,0,0,0,0,0,0,0,0,0,1
3757,['Ilex hayataiana'],0,0,0,1,0,1,0,0,0,0,0,0
3758,['Goodyera hachijoensis'],0,0,0,0,0,0,1,0,0,1,0,0
3759,['Ptilodactylidae'],0,0,0,0,0,0,1,0,0,0,0,1
3760,['Cantharidae'],0,0,1,0,0,0,1,0,1,1,0,1
3761,['Plagiosterna'],0,0,0,0,0,0,1,0,0,0,0,0
3762,['Perloidea'],0,1,1,0,0,0,1,0,0,1,0,0
3763,['Tradescantia'],0,0,0,0,0,0,0,0,0,1,0,0
3764,['Tapirus indicus'],0,0,0,0,0,0,1,0,0,0,0,0
3765,['Panthera pardus'],0,0,0,0,0,0,1,0,0,0,0,0
3766,['Elephas maximus'],0,0,0,0,0,0,1,0,0,0,0,0
3767,['Equus quagga'],0,0,0,0,0,0,1,0,0,0,0,0
3768,['Manouria emys'],0,0,0,0,0,0,1,0,0,0,0,0
3769,['Brugmansia aurea'],0,0,0,0,0,0,1,0,0,0,0,0
3770,['Orthetrum internum'],0,1,0,0,0,0,0,0,0,0,0,0
3771,['Diestrammena'],0,0,0,0,0,0,0,0,0,1,0,0
3772,['Lecanoromycetidae'],0,0,0,0,0,0,0,0,0,1,0,0
3773,['Icerya purchasi'],0,0,0,0,0,0,0,0,0,1,0,0
3774,['Lycosoidea'],0,1,0,0,0,0,0,0,0,1,0,0
3775,['Psephenidae'],0,1,0,0,0,0,0,0,0,1,0,0
3776,['Anas platyrhynchos × cairina moschata'],0,0,1,0,0,0,0,0,0,0,0,0
3777,['Phallus'],0,0,0,0,0,0,0,0,0,0,0,1
3778,['Dichocarpum adiantifolium'],0,0,0,0,0,0,1,0,1,1,0,0
3779,['Entoloma conferendum'],0,0,0,0,0,0,0,0,0,0,1,0
3780,['Calvatia craniiformis'],0,0,0,0,0,0,0,0,0,0,1,0
3781,['Pseudocolus fusiformis'],0,0,0,0,0,0,1,0,0,1,0,1
3782,['Ligustrum liukiuense'],0,0,0,0,0,1,1,0,0,0,0,0
3783,['Soliva sessilis'],0,0,0,0,0,0,0,0,0,0,0,1
3784,['Rumex crispus'],0,0,0,0,0,0,0,0,0,0,0,1
3785,['Eurya leptophylla'],0,1,0,1,0,0,1,0,0,0,0,0
3786,['Symplocos migoi'],0,0,0,1,0,0,0,1,0,1,0,0
3787,['Symplocos wikstroemiifolia'],0,0,1,1,0,0,1,0,0,0,0,0
3788,['Graphium mullah'],0,0,0,0,0,0,1,0,0,0,0,0
3789,['Horornis'],0,0,0,0,0,0,0,0,0,0,1,0
3790,['Bidens pilosa'],0,0,0,0,0,1,0,0,0,0,0,0
3791,['Rubus tephrodes setosissimus'],0,0,0,0,0,1,0,0,0,0,0,0
3792,['Asarum crassisepalum'],0,0,0,0,0,0,0,0,0,0,1,0
3793,['Viburnum urceolatum'],0,0,0,1,0,0,0,0,0,0,1,1
3794,['Dendropanax dentiger'],0,1,0,1,0,0,0,0,0,0,0,1
3795,['Skimmia japonica distinctevenulosa'],0,0,0,1,0,0,0,0,0,0,0,0
3796,['Monotropastrum humile glaberrimum'],0,0,0,1,0,1,0,0,0,0,0,0
3797,['Ilex lonicerifolia'],0,0,0,0,0,1,0,0,0,0,0,0
3798,['Schima superba'],0,1,0,1,0,1,0,0,0,0,0,0
3799,['Ternstroemia gymnanthera'],0,0,1,1,0,0,0,0,0,0,0,0
3800,['Zygonyx takasago'],0,1,0,0,0,0,0,0,0,0,0,0
3801,['Solanum violaceum'],0,1,0,0,0,0,0,0,0,0,0,0
3802,['Duttaphrynus melanostictus'],0,1,0,0,0,0,1,1,0,0,0,0
3803,['Centratherum punctatum'],0,1,0,0,0,0,0,0,0,0,0,0
3804,['Pteris setulosocostulata'],0,1,0,1,0,0,0,0,0,0,0,0
3805,['Hippeastrum puniceum'],0,0,0,0,0,0,1,0,0,0,0,0
3806,['Cinnamomum micranthum kanehirae'],0,0,1,0,0,0,0,0,0,0,0,0
3807,['Onthophagus'],0,1,0,0,0,0,0,0,0,0,0,0
3808,['Zeuxine nervosa'],0,1,0,0,0,0,0,0,1,1,0,0
3809,['Aralia'],0,0,0,0,0,0,0,0,1,0,0,0
3810,['Maesa perlaria'],0,1,0,0,0,0,0,1,1,0,0,0
3811,['Hemibarbus labeo'],0,0,0,0,0,0,1,0,0,0,0,0
3812,['Pleurotaceae'],0,1,0,0,0,0,0,0,0,0,0,0
3813,['Erythrina crista-galli'],0,0,1,0,0,0,0,0,0,0,0,0
3814,['Amaranthaceae'],0,0,1,0,0,0,0,0,0,0,0,0
3815,['Boehmeria zollingeriana'],0,1,1,0,0,0,0,0,0,0,0,0
3816,['Fomitopsidaceae'],0,0,1,0,0,0,0,0,0,0,0,0
3817,['Erythrina'],0,0,0,0,0,0,1,0,0,0,0,0
3818,['Lilium longiflorum'],0,0,0,0,0,0,1,0,0,0,0,0
3819,['Amata polymita'],0,1,0,0,0,0,1,0,0,0,0,0
3820,['Abscondita cerata'],0,1,0,0,0,0,1,0,0,1,0,0
3821,['Papilio dialis'],0,0,0,0,0,0,0,0,0,1,0,0
3822,['Leiobunum'],0,1,1,0,0,0,1,0,0,0,0,0
3823,['Asteroideae'],0,1,1,0,0,0,0,0,0,0,0,0
3824,['Paradoxosomatidae'],0,1,0,0,0,0,0,0,0,1,0,0
3825,['Cladium mariscus'],0,1,0,0,0,0,0,0,0,0,0,0
3826,['Casearia membranacea'],0,0,0,0,0,0,1,0,0,0,0,1
3827,['Entoloma'],0,0,0,0,0,0,0,0,0,0,0,1
3828,['Ogygioses'],0,1,0,0,0,0,0,0,0,0,0,1
3829,['Hemerobiidae'],0,0,0,0,0,0,1,0,0,0,0,0
3830,['Phygasia'],0,0,0,0,0,0,1,0,0,0,0,0
3831,['Empidoidea'],0,0,0,0,0,0,1,0,0,0,0,0
3832,['Corydalidae'],0,0,0,0,0,0,1,0,0,0,0,0
3833,['Asarkina'],0,0,0,0,0,0,1,0,0,0,0,0
3834,['Acampe praemorsa longepedunculata'],0,0,0,0,0,0,1,0,0,0,0,0
3835,['Alpinia shimadae'],0,0,0,0,0,0,1,0,0,1,0,1
3836,['Helicinidae'],0,0,0,0,0,0,1,0,0,0,0,0
3837,['Oligochaeta'],0,1,0,0,0,0,1,0,0,0,0,0
3838,['Talinum paniculatum'],0,0,0,0,0,0,1,0,0,0,0,0
3839,['Perlidae'],0,1,1,0,0,0,1,0,0,0,0,0
3840,['Psamatodes abydata'],0,1,0,0,0,0,0,0,0,0,0,0
3841,['Cyperus odoratus'],0,1,0,0,0,0,0,0,0,0,0,0
3842,['Anisoptera'],0,1,0,0,0,0,0,0,0,0,0,0
3843,['Hysteroscene hyalina'],0,1,0,0,0,0,0,0,0,0,0,0
3844,['Agriocnemis femina'],0,1,0,0,0,0,0,0,0,0,0,0
3845,['Entada phaseoloides'],0,1,0,0,0,0,0,0,0,0,0,0
3846,['Ectropis bhurmitra'],0,1,0,0,0,0,1,0,0,0,0,0
3847,['Agasicles hygrophila'],0,1,0,0,0,0,0,0,0,0,0,0
3848,['Sphenarches anisodactylus'],0,1,0,0,0,0,0,0,0,0,0,0
3849,['Pyrgocorypha formosana'],0,1,0,0,0,0,0,0,0,0,0,0
3850,['Boehmeria zollingeriana blinii'],0,0,0,0,0,0,1,0,0,0,0,0
3851,['Termitoidae'],0,1,0,0,0,0,0,1,0,0,0,0
3852,['Sinosuthora webbiana'],0,0,0,0,0,0,1,0,0,0,0,0
3853,['Diamesus bimaculatus'],0,1,0,0,0,0,0,0,0,0,0,0
3854,['Euterpnosia hoppo'],0,1,0,0,0,0,1,0,0,0,0,0
3855,['Marantaceae'],0,0,0,0,0,0,1,0,0,0,0,0
3856,['Hippochaete'],0,0,0,0,0,0,1,0,0,0,0,0
3857,['Jasminum mesnyi'],0,0,0,0,0,0,1,0,0,0,0,0
3858,['Crocidurinae'],0,0,0,0,0,0,0,0,0,1,0,0
3859,['Trimerodytes percarinatus suriki'],0,0,0,0,0,0,0,0,0,1,0,0
3860,['Schistochila'],0,0,1,0,0,0,0,0,0,0,0,1
3861,['Russula sanguinea'],0,0,0,0,0,0,0,0,0,0,0,1
3862,['Sarcoscyphaceae'],0,0,0,0,0,1,0,0,0,0,0,1
3863,['Lagerstroemia'],0,0,1,0,0,0,0,1,0,0,0,0
3864,['Melastoma scaberrimum'],0,0,0,1,0,0,0,0,0,0,0,1
3865,['Ilex sugerokii brevipedunculata'],0,0,0,0,0,0,0,0,0,0,1,0
3866,['Polypodiodes amoena'],0,0,1,0,0,0,0,0,0,0,1,0
3867,['Brugmansia × candida'],0,1,0,0,0,0,0,0,0,0,0,0
3868,['Chlaenius'],0,1,0,0,0,0,0,0,0,0,0,0
3869,['Helicorthomorpha'],0,1,0,0,0,0,0,1,0,0,0,0
3870,['Eriovixia sakiedaorum'],0,1,0,0,0,0,1,0,0,0,0,0
3871,['Arcte'],0,1,0,0,0,0,0,0,0,0,0,0
3872,['Abraxini'],0,1,0,0,0,0,0,0,0,0,0,0
3873,['Physopelta fusciscutellata'],0,1,0,0,0,0,0,0,0,0,0,0
3874,['Cheilomenes sexmaculata'],0,1,0,0,0,0,1,0,0,0,0,0
3875,['Dolichoderinae'],0,0,0,0,0,0,1,0,0,0,0,0
3876,['Geina'],0,0,0,0,0,0,1,0,0,0,0,0
3877,['Papirioides jacobsoni'],0,1,0,0,0,0,1,0,0,0,0,0
3878,['Pentatomomorpha'],0,0,0,0,0,0,1,0,0,0,0,0
3879,['Acari'],0,0,0,0,0,0,1,0,0,0,0,0
3880,['Macrochlamys'],0,0,0,0,0,0,1,0,0,0,0,0
3881,['Entomobryoidea'],0,0,0,0,0,0,1,0,0,0,0,0
3882,['Ovachlamys fulgens'],0,0,0,0,0,0,1,0,0,0,0,0
3883,['Hemiphaedusa'],0,0,0,0,0,0,1,0,0,0,0,0
3884,['Margattea'],0,0,0,0,0,0,1,0,0,0,0,0
3885,['Metrocoris'],0,1,0,0,0,0,0,0,0,0,0,0
3886,['Spodoptera'],0,1,0,0,0,0,0,0,0,0,0,0
3887,['Paleosepharia formosana'],0,0,0,0,0,0,1,0,0,1,1,0
3888,['Typhula'],0,0,0,0,0,0,1,0,0,0,0,0
3889,['Wikstroemia mononectaria'],0,0,0,0,0,0,1,0,0,0,0,0
3890,['Calolabus chujoi'],0,0,0,0,0,0,1,0,0,0,0,0
3891,['Dianella ensifolia'],0,0,0,0,0,0,1,0,0,0,0,0
3892,['Protohermes costalis'],0,1,0,0,0,0,0,0,0,1,1,0
3893,['Paederus fuscipes'],0,0,0,0,0,0,0,1,0,0,0,0
3894,['Aquarius'],0,0,0,0,0,0,0,1,0,0,0,0
3895,['Callitriche stagnalis'],0,1,0,0,0,0,0,0,0,0,0,0
3896,['Syzygium jambos'],0,1,0,0,0,0,1,0,0,0,0,0
3897,['Argyrodes fissifrons'],0,0,0,0,0,0,1,0,0,0,0,0
3898,['Lilioceris cyaneicollis'],0,0,0,0,0,0,1,0,0,0,0,0
3899,['Scopula divisaria'],0,0,0,0,0,0,1,0,0,0,1,0
3900,['Borbacha pardaria'],0,0,1,0,0,0,1,0,0,0,0,1
3901,['Hyposidra'],0,0,0,0,0,0,0,0,0,0,0,1
3902,['Herpetogramma'],0,0,0,0,0,0,0,1,0,0,0,1
3903,['Syntypistis'],0,1,1,0,0,0,1,0,0,0,0,1
3904,['Neocerura liturata'],0,0,0,0,0,0,0,0,0,0,0,1
3905,['Euhampsonia formosana'],0,1,1,0,0,0,0,0,1,0,0,1
3906,['Sacada'],0,1,1,0,0,0,0,1,0,0,0,1
3907,['Alampla palaeodes'],0,0,0,0,0,0,1,0,0,0,0,0
3908,['Ernolatia moorei'],0,0,0,0,0,0,0,0,0,0,0,1
3909,['Netria viridescens'],0,0,0,0,0,0,0,0,0,1,0,0
3910,['Trichosea champa'],0,0,0,0,0,0,0,0,0,1,0,0
3911,['Vaginularia junghuhnii'],0,0,0,0,0,0,1,0,0,0,0,0
3912,['Agelena silvatica'],0,0,0,0,0,0,0,0,0,1,0,0
3913,['Cataclysta angulata'],0,1,0,0,0,0,0,0,0,0,0,0
3914,['Xandrames latiferaria'],0,1,0,0,0,0,0,0,0,1,0,0
3915,['Gastrochilus'],0,0,0,0,0,0,1,0,0,0,0,0
3916,['Bulbophyllum setaceum'],0,0,1,0,0,0,1,1,1,1,0,0
3917,['Chrysozephyrus splendidulus'],0,0,0,0,0,0,0,0,0,1,0,0
3918,['Krananda lucidaria'],0,1,0,0,0,0,1,0,0,0,0,0
3919,['Choreutidae'],0,1,0,0,0,0,1,0,0,0,0,0
3920,['Titulcia confictella'],0,1,0,0,0,0,1,0,0,0,0,0
3921,['Lagriinae'],0,1,0,0,0,1,1,0,0,1,0,0
3922,['Lymantria concolor'],0,0,1,0,0,0,0,0,0,0,0,0
3923,['Setora baibarana'],0,1,0,0,0,0,0,0,0,0,0,0
3924,['Cyclosa argentata'],0,0,0,0,0,0,0,0,0,1,0,0
3925,['Cyclosa argenteoalba'],0,0,0,0,0,0,0,0,0,1,0,0
3926,['Neoscona nautica'],0,0,0,0,0,0,0,0,0,1,0,0
3927,['Cardueae'],0,0,0,0,0,0,0,0,0,0,1,0
3928,['Sorineuchora'],0,0,0,0,0,0,0,0,0,0,1,0
3929,['Gastrodia'],0,0,0,0,0,0,0,0,0,1,0,0
3930,['Dorcus rubrofemoratus yamadai'],0,0,0,0,0,0,0,0,0,1,0,0
3931,['Cymbidium floribundum'],0,0,0,0,0,0,1,0,0,1,0,0
3932,['Corydalis incisa'],0,0,1,0,0,0,0,0,0,1,0,0
3933,['Bulbophyllum japonicum'],0,0,1,0,0,0,0,0,1,1,0,0
3934,['Clubiona'],0,0,0,0,0,0,0,0,0,1,0,0
3935,['Bulbophyllum hirundinis'],0,0,0,0,0,0,1,0,0,0,0,0
3936,['Dictyopharinae'],0,0,0,0,0,0,0,0,0,1,0,0
3937,['Cercidocerus erubescens'],0,0,0,0,0,0,0,0,0,1,0,0
3938,['Culicomorpha'],0,0,0,0,0,0,0,1,0,1,0,0
3939,['Astochia'],0,1,0,0,0,0,1,0,0,0,0,0
3940,['Platypleura kaempferi'],0,1,0,0,0,0,0,0,0,0,0,0
3941,['Viburnum erosum'],0,0,0,0,0,0,1,0,0,0,1,0
3942,['Bulbophyllum drymoglossum'],0,1,1,0,0,0,1,0,0,1,0,0
3943,['Vrydagzynea nuda'],0,0,0,0,0,0,1,0,0,0,0,0
3944,['Pinalia formosana'],0,0,0,0,0,0,1,0,0,0,0,0
3945,['Odontochilus nanlingensis'],0,0,0,0,0,0,1,0,1,0,0,0
3946,['Pteris dimorpha'],0,0,0,0,0,0,1,0,0,0,0,0
3947,['Sparganium fallax'],0,0,1,0,0,0,1,0,0,0,0,0
3948,['Gymnopilus sapineus'],0,1,0,0,0,0,0,0,0,0,0,0
3949,['Isachne myosotis'],0,1,0,0,0,0,1,0,1,1,0,0
3950,['Gryllus bimaculatus'],0,0,0,0,0,0,1,0,0,0,0,0
3951,['Isodontia sonani'],0,0,0,0,0,0,0,0,0,1,0,0
3952,['Rhene flavicomans'],0,1,0,0,0,0,0,0,0,0,0,0
3953,['Oberonia arisanensis'],0,0,0,1,0,0,1,0,0,1,0,0
3954,['Bulbophyllum curranii'],0,1,0,0,0,0,1,0,0,0,0,0
3955,['Euterpnosia varicolor'],0,0,0,0,0,0,0,0,0,0,1,1
3956,['Gastrodia gracilis'],0,1,0,0,0,0,0,0,0,1,0,0
3957,['Bipalium kewense'],0,0,0,0,0,0,1,0,0,0,0,0
3958,['Potamogeton octandrus'],0,1,0,0,0,0,0,0,0,0,0,0
3959,['Liparis nervosa'],0,0,0,0,0,0,0,0,0,1,0,0
3960,['Lucanus maculifemoratus taiwanus'],0,0,0,0,0,0,0,0,0,1,0,0
3961,['Velutinodorcus carinulatus'],0,0,1,0,0,0,0,0,0,1,0,0
3962,['Serrognathus kyanrauensis'],0,0,0,0,0,0,1,0,0,1,0,0
3963,['Murinae'],0,0,0,0,0,0,0,0,0,1,0,0
3964,['Neottia suzukii'],0,0,1,0,0,0,1,0,0,0,0,0
3965,['Deparia formosana'],0,0,0,0,0,0,0,0,0,1,0,0
3966,['Cleisostoma paniculatum'],0,0,0,0,0,0,1,0,0,0,0,0
3967,['Apsarasa radians'],0,0,0,0,0,0,0,0,0,1,0,0
3968,['Callistethus plagiicollis ishidai'],0,0,0,0,0,0,0,0,0,1,0,0
3969,['Zhangixalus aurantiventris'],0,0,0,0,0,0,1,0,0,0,0,0
3970,['Achalinus niger'],0,0,0,0,0,0,1,0,0,0,1,0
3971,['Entoloma cyanonigrum'],0,0,0,0,0,0,0,0,0,0,0,1
3972,['Libythea lepita'],0,0,0,0,0,0,0,0,0,1,0,1
3973,['Araneinae'],0,1,0,0,0,0,0,0,1,1,0,0
3974,['Artaxa kanshireia'],0,1,0,0,0,0,0,0,0,1,0,0
3975,['Acalypha brachystachya'],0,0,1,0,0,0,0,0,0,0,0,0
3976,['Cryptotympana'],0,1,0,0,0,0,0,0,0,0,0,0
3977,['Erebus gemmans'],0,1,0,0,0,0,0,0,0,0,0,0
3978,['Antheraea yamamai superba'],0,0,1,0,0,0,0,0,0,1,0,0
3979,['Niviventer'],0,0,0,0,0,0,0,0,0,1,0,0
3980,['Bandar pascoei'],0,0,0,0,0,0,0,0,0,1,0,0
3981,['Acalolepta flocculata flocculata'],0,0,0,0,0,0,0,0,0,1,0,0
3982,['Neoscona punctigera'],0,0,0,0,0,0,0,0,1,1,0,0
3983,['Papilio nephelus'],0,0,1,0,0,0,0,0,0,1,0,0
3984,['Pelopidas mathias oberthueri'],0,0,0,0,0,0,0,0,0,1,0,0
3985,['Argyrodes miniaceus'],0,0,0,0,0,0,1,0,0,1,0,0
3986,['Tabaninae'],0,1,0,0,0,0,0,0,0,1,0,0
3987,['Tartessus ferrugineus'],0,0,0,0,0,0,1,0,0,1,0,0
3988,['Tessaratomini'],0,1,0,0,0,0,0,0,0,0,0,0
3989,['Scotinophara'],0,0,0,0,0,0,1,0,0,0,0,0
3990,['Dioscorea collettii'],0,0,0,0,0,0,1,0,0,0,0,0
3991,['Bombyx mandarina formosana'],0,0,0,0,0,0,1,0,0,0,0,0
3992,['Ascalaphus'],0,0,0,0,0,0,1,0,0,0,0,0
3993,['Flata taiwana'],0,0,0,0,0,0,1,0,0,0,0,0
3994,['Gryllidae'],0,0,0,0,0,0,1,0,0,0,0,0
3995,['Tenodera aridifolia'],0,0,0,0,0,0,1,0,0,0,0,0
3996,['Siler'],0,1,0,0,0,0,1,0,0,0,0,0
3997,['Asplenium setoi'],0,1,1,0,0,0,0,0,0,0,0,0
3998,['Zebraplatys bulbus'],0,0,0,0,0,0,1,0,0,0,0,0
3999,['Cerophysa nigripennis'],0,0,0,0,0,0,1,0,0,0,0,0
4000,['Ectrychotes comottoi'],0,0,0,0,0,0,1,0,0,0,0,0
4001,['Rhopalotettix'],0,0,0,0,0,0,1,0,0,0,0,0
4002,['Eocanthecona concinna'],0,1,0,0,0,0,1,0,0,0,0,0
4003,['Parachauliodes nebulosus'],0,0,0,0,0,0,1,0,0,0,0,0
4004,['Coreidae'],0,0,0,0,0,0,1,0,0,0,0,0
4005,['Exsula'],0,1,0,0,0,0,1,0,0,0,0,0
4006,['Gastrochilus retrocallus'],0,0,1,0,0,0,1,0,0,1,0,0
4007,['Thrixspermum fantasticum'],0,1,0,0,0,0,0,0,0,0,0,0
4008,['Hymenophyllum blandum'],0,0,0,0,0,0,1,0,0,1,0,0
4009,['Ophthalmitis herbidaria'],0,1,1,0,0,0,0,0,0,1,0,0
4010,['Tramea virginia'],0,1,0,0,0,0,0,0,0,0,0,0
